Test_No,Start,Stop,DateNum_Start,Datenum_Stop,System_Error,SEID,Parameter,Max,Min,Mean,Std,Ppk
151006-2,10/6/2015 21:00,10/7/2015 5:48,736243.8753,736244.2421,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.999126017,0.829042912,0.941676926,0.02625949,75.42259804
151007-1,10/7/2015 9:17,10/7/2015 18:41,736244.3872,736244.7785,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.999134421,0.814778447,0.944124316,0.027167268,72.93242594
151007-2,10/7/2015 21:07,10/8/2015 5:41,736244.8802,736245.2368,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,NULL,NULL,NULL,NULL,NULL
151008-1,10/8/2015 9:02,10/8/2015 20:29,736245.3766,736245.8538,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,NULL,NULL,NULL,NULL,NULL
151008-2,10/8/2015 21:37,10/9/2015 9:20,736245.9013,736246.389,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.983957171,0.92417866,0.965185948,0.012189619,163.1220223
151009-1,10/9/2015 9:20,10/9/2015 18:42,736246.3891,736246.7798,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.979914129,0.926972866,0.961558463,0.009390898,211.6076755
151009-2,10/9/2015 20:44,10/10/2015 4:30,736246.8642,736247.1877,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,NULL,NULL,NULL,NULL,NULL
151010-1,10/10/2015 8:27,10/10/2015 14:36,736247.3525,736247.6088,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,NULL,NULL,NULL,NULL,NULL
151012-2,10/12/2015 20:29,10/13/2015 4:01,736249.8536,736250.168,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,NULL,NULL,NULL,NULL,NULL
151013-1,10/13/2015 9:21,10/13/2015 16:57,736250.3901,736250.7066,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,NULL,NULL,NULL,NULL,NULL
151102-2,11/2/2015 22:10,11/3/2015 8:59,736270.924,736271.3749,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.983823776,0.905791044,0.950500156,0.014981048,132.400623
151103-1,11/3/2015 9:48,11/3/2015 21:17,736271.4084,736271.8871,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.971689105,0.881867409,0.946992939,0.015630954,126.8208529
151103-2,11/3/2015 21:47,11/4/2015 6:38,736271.9081,736272.2769,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,NULL,NULL,NULL,NULL,NULL
151104-1,11/4/2015 9:38,11/4/2015 18:50,736272.4017,736272.7853,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,NULL,NULL,NULL,NULL,NULL
151104-2,11/4/2015 22:18,11/5/2015 7:03,736272.9292,736273.2943,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.999352634,0.9527964,0.989483312,0.006418469,311.0546198
151105-1,11/5/2015 10:04,11/5/2015 19:48,736273.4195,736273.8256,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.997856259,0.949510694,0.988836585,0.00741023,269.3950025
151105-2,11/5/2015 22:23,11/6/2015 7:02,736273.9328,736274.2937,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,NULL,NULL,NULL,NULL,NULL
151106-1,11/6/2015 9:50,11/6/2015 19:27,736274.4102,736274.811,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,NULL,NULL,NULL,NULL,NULL
151106-2,11/6/2015 22:36,11/7/2015 8:10,736274.942,736275.3405,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,NULL,NULL,NULL,NULL,NULL
151107-1,11/7/2015 9:47,11/7/2015 19:33,736275.4079,736275.8146,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,NULL,NULL,NULL,NULL,NULL
151109-2,11/9/2015 21:57,11/10/2015 9:28,736277.9148,736278.3949,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.983624399,0.906853557,0.960256081,0.016014283,124.0612516
151110-1,11/10/2015 9:41,11/10/2015 19:05,736278.404,736278.7958,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.990634084,0.922172308,0.959939949,0.011273934,176.2159216
151110-2,11/10/2015 21:55,11/11/2015 6:47,736278.9132,736279.2828,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,1.254941344,0.933765769,0.966858993,0.030650171,64.89206888
151111-1,11/11/2015 9:49,11/11/2015 19:11,736279.4095,736279.7999,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.976244569,0.923757672,0.961543769,0.010282129,193.2655419
151111-2,11/11/2015 22:02,11/12/2015 6:17,736279.9181,736280.2619,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.963048935,0.918431222,0.946956743,0.012677655,156.3632168
151112-1,11/12/2015 10:49,11/12/2015 20:58,736280.4508,736280.8741,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.941932559,0.902324498,0.927864417,0.014048833,140.6490312
151112-2,11/12/2015 21:02,11/13/2015 4:59,736280.8767,736281.2081,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,NULL,NULL,NULL,NULL,NULL
151113-1,11/13/2015 10:30,11/13/2015 18:06,736281.4376,736281.7542,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,NULL,NULL,NULL,NULL,NULL
151006-2,10/6/2015 21:00,10/7/2015 5:48,736243.8753,736244.2421,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,29.32039833,1.049384832,7.648245114,4.463789306,74.10383771
151007-1,10/7/2015 9:17,10/7/2015 18:41,736244.3872,736244.7785,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,16.13783455,1.219641685,7.515154906,2.806415163,117.8828728
151007-2,10/7/2015 21:07,10/8/2015 5:41,736244.8802,736245.2368,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,8.84142971,0.001430166,1.062699909,1.446288007,230.2301467
151008-1,10/8/2015 9:02,10/8/2015 20:29,736245.3766,736245.8538,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,0.451706409,0.040547024,0.241837205,0.132527469,2514.593568
151008-2,10/8/2015 21:37,10/9/2015 9:20,736245.9013,736246.389,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,27.83426094,1.188487411,6.321184574,5.089268822,65.08327294
151009-1,10/9/2015 9:20,10/9/2015 18:42,736246.3891,736246.7798,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,25.78211975,0.447625846,4.288354543,3.060766379,108.4381624
151009-2,10/9/2015 20:44,10/10/2015 4:30,736246.8642,736247.1877,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,NULL,NULL,NULL,NULL,NULL
151010-1,10/10/2015 8:27,10/10/2015 14:36,736247.3525,736247.6088,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,NULL,NULL,NULL,NULL,NULL
151012-2,10/12/2015 20:29,10/13/2015 4:01,736249.8536,736250.168,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,NULL,NULL,NULL,NULL,NULL
151013-1,10/13/2015 9:21,10/13/2015 16:57,736250.3901,736250.7066,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,NULL,NULL,NULL,NULL,NULL
151102-2,11/2/2015 22:10,11/3/2015 8:59,736270.924,736271.3749,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,34.58363724,0.013302236,5.613251649,5.447592356,60.84564111
151103-1,11/3/2015 9:48,11/3/2015 21:17,736271.4084,736271.8871,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,20.66646385,0.151594132,3.991378124,3.053923549,108.7135511
151103-2,11/3/2015 21:47,11/4/2015 6:38,736271.9081,736272.2769,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,12.90427399,2.13593626,4.849373465,2.021106203,164.1263953
151104-1,11/4/2015 9:38,11/4/2015 18:50,736272.4017,736272.7853,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,22.09536362,4.272084713,8.963206153,3.488903198,94.68465567
151104-2,11/4/2015 22:18,11/5/2015 7:03,736272.9292,736273.2943,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,24.21201134,0.42803368,5.042793788,3.253797273,101.9278014
151105-1,11/5/2015 10:04,11/5/2015 19:48,736273.4195,736273.8256,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,17.57045555,0.855874598,5.707003561,3.095997119,107.0514558
151105-2,11/5/2015 22:23,11/6/2015 7:02,736273.9328,736274.2937,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,NULL,NULL,NULL,NULL,NULL
151106-1,11/6/2015 9:50,11/6/2015 19:27,736274.4102,736274.811,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,NULL,NULL,NULL,NULL,NULL
151106-2,11/6/2015 22:36,11/7/2015 8:10,736274.942,736275.3405,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,NULL,NULL,NULL,NULL,NULL
151107-1,11/7/2015 9:47,11/7/2015 19:33,736275.4079,736275.8146,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,NULL,NULL,NULL,NULL,NULL
151109-2,11/9/2015 21:57,11/10/2015 9:28,736277.9148,736278.3949,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,22.05156136,0.207634777,7.82698319,2.982951094,110.8715257
151110-1,11/10/2015 9:41,11/10/2015 19:05,736278.404,736278.7958,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,32.09025192,1.480711937,7.534918649,3.71541745,89.04024871
151110-2,11/10/2015 21:55,11/11/2015 6:47,736278.9132,736279.2828,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,23.70794678,0.391037047,4.930769517,3.104507838,106.8413291
151111-1,11/11/2015 9:49,11/11/2015 19:11,736279.4095,736279.7999,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,28.53028297,0.554013848,4.965628748,3.00878426,110.2365923
151111-2,11/11/2015 22:02,11/12/2015 6:17,736279.9181,736280.2619,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,55.92093277,4.239036083,15.51366075,8.245789491,39.79753709
151112-1,11/12/2015 10:49,11/12/2015 20:58,736280.4508,736280.8741,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,103.4784164,4.826355934,21.76710482,16.22740045,20.09426173
151112-2,11/12/2015 21:02,11/13/2015 4:59,736280.8767,736281.2081,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,NULL,NULL,NULL,NULL,NULL
151113-1,11/13/2015 10:30,11/13/2015 18:06,736281.4376,736281.7542,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,NULL,NULL,NULL,NULL,NULL
151006-2,10/6/2015 21:00,10/7/2015 5:48,736243.8753,736244.2421,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,65.71083069,0,5.782594987,13.91173921,50.77767711
151007-1,10/7/2015 9:17,10/7/2015 18:41,736244.3872,736244.7785,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,89.88088989,0,5.109880253,15.13242867,46.69640647
151007-2,10/7/2015 21:07,10/8/2015 5:41,736244.8802,736245.2368,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,70.27963257,0,22.61089569,27.62934344,25.36420634
151008-1,10/8/2015 9:02,10/8/2015 20:29,736245.3766,736245.8538,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,0,0,0,0,100
151008-2,10/8/2015 21:37,10/9/2015 9:20,736245.9013,736246.389,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,97.76249695,0,3.51839898,12.51476944,56.50607764
151009-1,10/9/2015 9:20,10/9/2015 18:42,736246.3891,736246.7798,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,148.1873322,0,2.831483352,12.07427853,58.58648233
151009-2,10/9/2015 20:44,10/10/2015 4:30,736246.8642,736247.1877,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,NULL,NULL,NULL,NULL,NULL
151010-1,10/10/2015 8:27,10/10/2015 14:36,736247.3525,736247.6088,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,0,0,0,0,100
151012-2,10/12/2015 20:29,10/13/2015 4:01,736249.8536,736250.168,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,159.3849182,0,17.46942927,37.67147987,18.64833005
151013-1,10/13/2015 9:21,10/13/2015 16:57,736250.3901,736250.7066,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,54.17830658,0,7.267444697,16.28300219,43.35262278
151102-2,11/2/2015 22:10,11/3/2015 8:59,736270.924,736271.3749,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,0,0,0,0,100
151103-1,11/3/2015 9:48,11/3/2015 21:17,736271.4084,736271.8871,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,64.29449463,0,4.300141209,12.70462288,55.64115989
151103-2,11/3/2015 21:47,11/4/2015 6:38,736271.9081,736272.2769,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,0,0,0,0,100
151104-1,11/4/2015 9:38,11/4/2015 18:50,736272.4017,736272.7853,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,NULL,NULL,NULL,NULL,NULL
151104-2,11/4/2015 22:18,11/5/2015 7:03,736272.9292,736273.2943,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,40.56568909,0,2.763827186,7.562530003,93.54171915
151105-1,11/5/2015 10:04,11/5/2015 19:48,736273.4195,736273.8256,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,5.638264656,0,0.191089661,0.915649568,773.5160499
151105-2,11/5/2015 22:23,11/6/2015 7:02,736273.9328,736274.2937,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,68.70439148,0,32.02578523,26.68860678,26.14067034
151106-1,11/6/2015 9:50,11/6/2015 19:27,736274.4102,736274.811,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,67.08719635,0,6.708719635,21.21483423,33.28317751
151106-2,11/6/2015 22:36,11/7/2015 8:10,736274.942,736275.3405,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,0,0,0,0,100
151107-1,11/7/2015 9:47,11/7/2015 19:33,736275.4079,736275.8146,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,0,0,0,0,100
151109-2,11/9/2015 21:57,11/10/2015 9:28,736277.9148,736278.3949,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,61.9807663,0,3.237655085,9.054732295,78.10878245
151110-1,11/10/2015 9:41,11/10/2015 19:05,736278.404,736278.7958,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,48.91923523,0,2.688668371,7.735800547,91.44976091
151110-2,11/10/2015 21:55,11/11/2015 6:47,736278.9132,736279.2828,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,86.24729919,0,5.230064836,13.37004423,52.84873902
151111-1,11/11/2015 9:49,11/11/2015 19:11,736279.4095,736279.7999,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,110.0523605,0,6.034039304,16.82113106,41.99016013
151111-2,11/11/2015 22:02,11/12/2015 6:17,736279.9181,736280.2619,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,83.08385468,0,6.915671467,14.58738018,48.39992521
151112-1,11/12/2015 10:49,11/12/2015 20:58,736280.4508,736280.8741,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,20.21519089,0,5.019421005,8.753771932,80.72636556
151112-2,11/12/2015 21:02,11/13/2015 4:59,736280.8767,736281.2081,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,41.22883987,0,2.2745583,7.203337047,98.22879905
151113-1,11/13/2015 10:30,11/13/2015 18:06,736281.4376,736281.7542,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,46.30677795,0,4.076264202,9.61737195,73.51016288
151006-2,10/6/2015 21:00,10/7/2015 5:48,736243.8753,736244.2421,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,129.8128967,0,8.12857655,23.54315934,15.81310601
151007-1,10/7/2015 9:17,10/7/2015 18:41,736244.3872,736244.7785,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,109.6422424,0,6.057549721,18.37126826,20.30239891
151007-2,10/7/2015 21:07,10/8/2015 5:41,736244.8802,736245.2368,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,39.41347885,0,4.880657302,13.03551428,28.64276056
151008-1,10/8/2015 9:02,10/8/2015 20:29,736245.3766,736245.8538,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,0,0,0,0,100
151008-2,10/8/2015 21:37,10/9/2015 9:20,736245.9013,736246.389,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,90,0,8.080738643,18.84990496,19.75110332
151009-1,10/9/2015 9:20,10/9/2015 18:42,736246.3891,736246.7798,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,101.530014,0,8.624197915,17.73874049,20.97811102
151009-2,10/9/2015 20:44,10/10/2015 4:30,736246.8642,736247.1877,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,NULL,NULL,NULL,NULL,NULL
151010-1,10/10/2015 8:27,10/10/2015 14:36,736247.3525,736247.6088,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,1.084137917,0,0.361379306,0.625927318,598.9186435
151012-2,10/12/2015 20:29,10/13/2015 4:01,736249.8536,736250.168,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,97.02926636,0,16.18432475,26.99360254,13.69232671
151013-1,10/13/2015 9:21,10/13/2015 16:57,736250.3901,736250.7066,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,49.49329376,0,8.45417907,15.4252702,24.12806619
151102-2,11/2/2015 22:10,11/3/2015 8:59,736270.924,736271.3749,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,0,0,0,0,100
151103-1,11/3/2015 9:48,11/3/2015 21:17,736271.4084,736271.8871,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,152.9563141,0,9.971628642,24.10056367,15.4218851
151103-2,11/3/2015 21:47,11/4/2015 6:38,736271.9081,736272.2769,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,1.770124435,0,0.442531109,0.885062218,423.5323598
151104-1,11/4/2015 9:38,11/4/2015 18:50,736272.4017,736272.7853,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,NULL,NULL,NULL,NULL,NULL
151104-2,11/4/2015 22:18,11/5/2015 7:03,736272.9292,736273.2943,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,126.1731186,0,6.349396512,18.19641365,20.49214431
151105-1,11/5/2015 10:04,11/5/2015 19:48,736273.4195,736273.8256,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,27.89523697,0,0.717539334,3.900736906,96.07436472
151105-2,11/5/2015 22:23,11/6/2015 7:02,736273.9328,736274.2937,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,45.71389771,0,6.500537131,15.28373203,24.39411746
151106-1,11/6/2015 9:50,11/6/2015 19:27,736274.4102,736274.811,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,14.81681442,0,2.640338898,5.618153162,66.59125806
151106-2,11/6/2015 22:36,11/7/2015 8:10,736274.942,736275.3405,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,6.470758438,0,1.07845974,2.64167607,141.8192479
151107-1,11/7/2015 9:47,11/7/2015 19:33,736275.4079,736275.8146,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,0,0,0,0,100
151109-2,11/9/2015 21:57,11/10/2015 9:28,736277.9148,736278.3949,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,137.3573914,0,6.964251107,19.36038148,19.2495475
151110-1,11/10/2015 9:41,11/10/2015 19:05,736278.404,736278.7958,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,143.1034698,0,7.221054263,19.75372829,18.8619068
151110-2,11/10/2015 21:55,11/11/2015 6:47,736278.9132,736279.2828,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,40.36307907,0,3.118269528,8.569893943,43.63654665
151111-1,11/11/2015 9:49,11/11/2015 19:11,736279.4095,736279.7999,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,147.9984283,0,3.546998493,15.31783934,24.40407286
151111-2,11/11/2015 22:02,11/12/2015 6:17,736279.9181,736280.2619,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,191.7608337,0,15.51904183,33.86180891,10.92165475
151112-1,11/12/2015 10:49,11/12/2015 20:58,736280.4508,736280.8741,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,90,0,27.11581192,40.31474418,9.077606803
151112-2,11/12/2015 21:02,11/13/2015 4:59,736280.8767,736281.2081,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,153.9089508,0,8.52305301,25.58195899,14.54771241
151113-1,11/13/2015 10:30,11/13/2015 18:06,736281.4376,736281.7542,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,168.7879181,0,15.51789316,35.03497137,10.55594894
151006-2,10/6/2015 21:00,10/7/2015 5:48,736243.8753,736244.2421,NOX_OUT_SENSOR_IR_LO_MOTOR_ERR_decision,5978,V_SCD_ppm_AvgNOxOff_Decision,-11.3549614,-13.44306946,-12.20919026,0.672351296,NULL
151007-1,10/7/2015 9:17,10/7/2015 18:41,736244.3872,736244.7785,NOX_OUT_SENSOR_IR_LO_MOTOR_ERR_decision,5978,V_SCD_ppm_AvgNOxOff_Decision,-10.4056921,-13.84689713,-12.74946215,0.693584582,NULL
151007-2,10/7/2015 21:07,10/8/2015 5:41,736244.8802,736245.2368,NOX_OUT_SENSOR_IR_LO_MOTOR_ERR_decision,5978,V_SCD_ppm_AvgNOxOff_Decision,NULL,NULL,NULL,NULL,NULL
151008-1,10/8/2015 9:02,10/8/2015 20:29,736245.3766,736245.8538,NOX_OUT_SENSOR_IR_LO_MOTOR_ERR_decision,5978,V_SCD_ppm_AvgNOxOff_Decision,NULL,NULL,NULL,NULL,NULL
151008-2,10/8/2015 21:37,10/9/2015 9:20,736245.9013,736246.389,NOX_OUT_SENSOR_IR_LO_MOTOR_ERR_decision,5978,V_SCD_ppm_AvgNOxOff_Decision,22.30060577,6.457378387,9.796545254,2.817176783,NULL
151009-1,10/9/2015 9:20,10/9/2015 18:42,736246.3891,736246.7798,NOX_OUT_SENSOR_IR_LO_MOTOR_ERR_decision,5978,V_SCD_ppm_AvgNOxOff_Decision,25.71947289,6.188741684,10.66147053,3.974501123,NULL
151009-2,10/9/2015 20:44,10/10/2015 4:30,736246.8642,736247.1877,NOX_OUT_SENSOR_IR_LO_MOTOR_ERR_decision,5978,V_SCD_ppm_AvgNOxOff_Decision,NULL,NULL,NULL,NULL,NULL
