Test_No,Start,Stop,DateNum_Start,Datenum_Stop,System_Error,SEID,Parameter,Max,Min,Mean,Std,Ppk
151006-2,10/6/2015 21:00,10/7/2015 5:48,736243.8753,736244.2421,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.999126017,0.83,0.94,0.03,75.42
151007-1,10/7/2015 9:17,10/7/2015 18:41,736244.3872,736244.7785,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.999134421,0.81,0.94,0.03,72.93
151007-2,10/7/2015 21:07,10/8/2015 5:41,736244.8802,736245.2368,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,,,,,
151008-1,10/8/2015 9:02,10/8/2015 20:29,736245.3766,736245.8538,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,,,,,
151008-2,10/8/2015 21:37,10/9/2015 9:20,736245.9013,736246.389,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.983957171,0.92,0.97,0.01,100
151009-1,10/9/2015 9:20,10/9/2015 18:42,736246.3891,736246.7798,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.979914129,0.93,0.96,0.01,100
151009-2,10/9/2015 20:44,10/10/2015 4:30,736246.8642,736247.1877,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,,,,,
151010-1,10/10/2015 8:27,10/10/2015 14:36,736247.3525,736247.6088,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,,,,,
151012-2,10/12/2015 20:29,10/13/2015 4:01,736249.8536,736250.168,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,,,,,
151013-1,10/13/2015 9:21,10/13/2015 16:57,736250.3901,736250.7066,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,,,,,
151102-2,11/2/2015 22:10,11/3/2015 8:59,736270.924,736271.3749,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.983823776,0.91,0.95,0.01,100
151103-1,11/3/2015 9:48,11/3/2015 21:17,736271.4084,736271.8871,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.971689105,0.88,0.95,0.02,100
151103-2,11/3/2015 21:47,11/4/2015 6:38,736271.9081,736272.2769,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,,,,,
151104-1,11/4/2015 9:38,11/4/2015 18:50,736272.4017,736272.7853,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,,,,,
151104-2,11/4/2015 22:18,11/5/2015 7:03,736272.9292,736273.2943,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.999352634,0.95,0.99,0.01,100
151105-1,11/5/2015 10:04,11/5/2015 19:48,736273.4195,736273.8256,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.997856259,0.95,0.99,0.01,100
151105-2,11/5/2015 22:23,11/6/2015 7:02,736273.9328,736274.2937,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,,,,,
151106-1,11/6/2015 9:50,11/6/2015 19:27,736274.4102,736274.811,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,,,,,
151106-2,11/6/2015 22:36,11/7/2015 8:10,736274.942,736275.3405,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,,,,,
151107-1,11/7/2015 9:47,11/7/2015 19:33,736275.4079,736275.8146,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,,,,,
151109-2,11/9/2015 21:57,11/10/2015 9:28,736277.9148,736278.3949,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.983624399,0.91,0.96,0.02,100
151110-1,11/10/2015 9:41,11/10/2015 19:05,736278.404,736278.7958,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.990634084,0.92,0.96,0.01,100
151110-2,11/10/2015 21:55,11/11/2015 6:47,736278.9132,736279.2828,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,1.254941344,0.93,0.97,0.03,64.89
151111-1,11/11/2015 9:49,11/11/2015 19:11,736279.4095,736279.7999,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.976244569,0.92,0.96,0.01,100
151111-2,11/11/2015 22:02,11/12/2015 6:17,736279.9181,736280.2619,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.963048935,0.92,0.95,0.01,100
151112-1,11/12/2015 10:49,11/12/2015 20:58,736280.4508,736280.8741,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,0.941932559,0.9,0.93,0.01,100
151112-2,11/12/2015 21:02,11/13/2015 4:59,736280.8767,736281.2081,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,,,,,
151113-1,11/13/2015 10:30,11/13/2015 18:06,736281.4376,736281.7542,SCR_CAT_SUBSTRATE_MISSING_ERR,10102,P_SCDE_CM_NormEff_EWMA_Filt_Val,,,,,
151006-2,10/6/2015 21:00,10/7/2015 5:48,736243.8753,736244.2421,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,29.32039833,1.05,7.65,4.46,74.1
151007-1,10/7/2015 9:17,10/7/2015 18:41,736244.3872,736244.7785,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,16.13783455,1.22,7.52,2.81,100
151007-2,10/7/2015 21:07,10/8/2015 5:41,736244.8802,736245.2368,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,8.84142971,0,1.06,1.45,100
151008-1,10/8/2015 9:02,10/8/2015 20:29,736245.3766,736245.8538,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,0.451706409,0.04,0.24,0.13,100
151008-2,10/8/2015 21:37,10/9/2015 9:20,736245.9013,736246.389,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,27.83426094,1.19,6.32,5.09,65.08
151009-1,10/9/2015 9:20,10/9/2015 18:42,736246.3891,736246.7798,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,25.78211975,0.45,4.29,3.06,100
151009-2,10/9/2015 20:44,10/10/2015 4:30,736246.8642,736247.1877,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,,,,,
151010-1,10/10/2015 8:27,10/10/2015 14:36,736247.3525,736247.6088,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,,,,,
151012-2,10/12/2015 20:29,10/13/2015 4:01,736249.8536,736250.168,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,,,,,
151013-1,10/13/2015 9:21,10/13/2015 16:57,736250.3901,736250.7066,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,,,,,
151102-2,11/2/2015 22:10,11/3/2015 8:59,736270.924,736271.3749,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,34.58363724,0.01,5.61,5.45,60.85
151103-1,11/3/2015 9:48,11/3/2015 21:17,736271.4084,736271.8871,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,20.66646385,0.15,3.99,3.05,100
151103-2,11/3/2015 21:47,11/4/2015 6:38,736271.9081,736272.2769,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,12.90427399,2.14,4.85,2.02,100
151104-1,11/4/2015 9:38,11/4/2015 18:50,736272.4017,736272.7853,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,22.09536362,4.27,8.96,3.49,94.68
151104-2,11/4/2015 22:18,11/5/2015 7:03,736272.9292,736273.2943,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,24.21201134,0.43,5.04,3.25,100
151105-1,11/5/2015 10:04,11/5/2015 19:48,736273.4195,736273.8256,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,17.57045555,0.86,5.71,3.1,100
151105-2,11/5/2015 22:23,11/6/2015 7:02,736273.9328,736274.2937,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,,,,,
151106-1,11/6/2015 9:50,11/6/2015 19:27,736274.4102,736274.811,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,,,,,
151106-2,11/6/2015 22:36,11/7/2015 8:10,736274.942,736275.3405,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,,,,,
151107-1,11/7/2015 9:47,11/7/2015 19:33,736275.4079,736275.8146,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,,,,,
151109-2,11/9/2015 21:57,11/10/2015 9:28,736277.9148,736278.3949,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,22.05156136,0.21,7.83,2.98,100
151110-1,11/10/2015 9:41,11/10/2015 19:05,736278.404,736278.7958,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,32.09025192,1.48,7.53,3.72,89.04
151110-2,11/10/2015 21:55,11/11/2015 6:47,736278.9132,736279.2828,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,23.70794678,0.39,4.93,3.1,100
151111-1,11/11/2015 9:49,11/11/2015 19:11,736279.4095,736279.7999,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,28.53028297,0.55,4.97,3.01,100
151111-2,11/11/2015 22:02,11/12/2015 6:17,736279.9181,736280.2619,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,55.92093277,4.24,15.51,8.25,39.8
151112-1,11/12/2015 10:49,11/12/2015 20:58,736280.4508,736280.8741,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,103.4784164,4.83,21.77,16.23,20.09
151112-2,11/12/2015 21:02,11/13/2015 4:59,736280.8767,736281.2081,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,,,,,
151113-1,11/13/2015 10:30,11/13/2015 18:06,736281.4376,736281.7542,SCR_EFFICIENCY4_DEGRADED_ERR,12493,P_SCDE_CE4_EWMA_FiltVal,,,,,
151006-2,10/6/2015 21:00,10/7/2015 5:48,736243.8753,736244.2421,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,65.71083069,0,5.78,13.91,50.78
151007-1,10/7/2015 9:17,10/7/2015 18:41,736244.3872,736244.7785,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,89.88088989,0,5.11,15.13,46.7
151007-2,10/7/2015 21:07,10/8/2015 5:41,736244.8802,736245.2368,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,70.27963257,0,22.61,27.63,25.36
151008-1,10/8/2015 9:02,10/8/2015 20:29,736245.3766,736245.8538,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,0,0,0,0,100
151008-2,10/8/2015 21:37,10/9/2015 9:20,736245.9013,736246.389,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,97.76249695,0,3.52,12.51,56.51
151009-1,10/9/2015 9:20,10/9/2015 18:42,736246.3891,736246.7798,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,148.1873322,0,2.83,12.07,58.59
151009-2,10/9/2015 20:44,10/10/2015 4:30,736246.8642,736247.1877,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,,,,,
151010-1,10/10/2015 8:27,10/10/2015 14:36,736247.3525,736247.6088,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,0,0,0,0,100
151012-2,10/12/2015 20:29,10/13/2015 4:01,736249.8536,736250.168,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,159.3849182,0,17.47,37.67,18.65
151013-1,10/13/2015 9:21,10/13/2015 16:57,736250.3901,736250.7066,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,54.17830658,0,7.27,16.28,43.35
151102-2,11/2/2015 22:10,11/3/2015 8:59,736270.924,736271.3749,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,0,0,0,0,100
151103-1,11/3/2015 9:48,11/3/2015 21:17,736271.4084,736271.8871,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,64.29449463,0,4.3,12.7,55.64
151103-2,11/3/2015 21:47,11/4/2015 6:38,736271.9081,736272.2769,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,0,0,0,0,100
151104-1,11/4/2015 9:38,11/4/2015 18:50,736272.4017,736272.7853,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,,,,,
151104-2,11/4/2015 22:18,11/5/2015 7:03,736272.9292,736273.2943,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,40.56568909,0,2.76,7.56,93.54
151105-1,11/5/2015 10:04,11/5/2015 19:48,736273.4195,736273.8256,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,5.638264656,0,0.19,0.92,100
151105-2,11/5/2015 22:23,11/6/2015 7:02,736273.9328,736274.2937,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,68.70439148,0,32.03,26.69,26.14
151106-1,11/6/2015 9:50,11/6/2015 19:27,736274.4102,736274.811,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,67.08719635,0,6.71,21.21,33.28
151106-2,11/6/2015 22:36,11/7/2015 8:10,736274.942,736275.3405,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,0,0,0,0,100
151107-1,11/7/2015 9:47,11/7/2015 19:33,736275.4079,736275.8146,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,0,0,0,0,100
151109-2,11/9/2015 21:57,11/10/2015 9:28,736277.9148,736278.3949,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,61.9807663,0,3.24,9.05,78.11
151110-1,11/10/2015 9:41,11/10/2015 19:05,736278.404,736278.7958,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,48.91923523,0,2.69,7.74,91.45
151110-2,11/10/2015 21:55,11/11/2015 6:47,736278.9132,736279.2828,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,86.24729919,0,5.23,13.37,52.85
151111-1,11/11/2015 9:49,11/11/2015 19:11,736279.4095,736279.7999,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,110.0523605,0,6.03,16.82,41.99
151111-2,11/11/2015 22:02,11/12/2015 6:17,736279.9181,736280.2619,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,83.08385468,0,6.92,14.59,48.4
151112-1,11/12/2015 10:49,11/12/2015 20:58,736280.4508,736280.8741,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,20.21519089,0,5.02,8.75,80.73
151112-2,11/12/2015 21:02,11/13/2015 4:59,736280.8767,736281.2081,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,41.22883987,0,2.27,7.2,98.23
151113-1,11/13/2015 10:30,11/13/2015 18:06,736281.4376,736281.7542,NOX_IN_SENSOR_IR_HI_MOTOR_ERR,5365,EONOx_IRH_Mot_Cusum_Value,46.30677795,0,4.08,9.62,73.51
151006-2,10/6/2015 21:00,10/7/2015 5:48,736243.8753,736244.2421,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,129.8128967,0,8.13,23.54,15.81
151007-1,10/7/2015 9:17,10/7/2015 18:41,736244.3872,736244.7785,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,109.6422424,0,6.06,18.37,20.3
151007-2,10/7/2015 21:07,10/8/2015 5:41,736244.8802,736245.2368,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,39.41347885,0,4.88,13.04,28.64
151008-1,10/8/2015 9:02,10/8/2015 20:29,736245.3766,736245.8538,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,0,0,0,0,100
151008-2,10/8/2015 21:37,10/9/2015 9:20,736245.9013,736246.389,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,90,0,8.08,18.85,19.75
151009-1,10/9/2015 9:20,10/9/2015 18:42,736246.3891,736246.7798,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,101.530014,0,8.62,17.74,20.98
151009-2,10/9/2015 20:44,10/10/2015 4:30,736246.8642,736247.1877,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,,,,,
151010-1,10/10/2015 8:27,10/10/2015 14:36,736247.3525,736247.6088,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,1.084137917,0,0.36,0.63,100
151012-2,10/12/2015 20:29,10/13/2015 4:01,736249.8536,736250.168,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,97.02926636,0,16.18,26.99,13.69
151013-1,10/13/2015 9:21,10/13/2015 16:57,736250.3901,736250.7066,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,49.49329376,0,8.45,15.43,24.13
151102-2,11/2/2015 22:10,11/3/2015 8:59,736270.924,736271.3749,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,0,0,0,0,100
151103-1,11/3/2015 9:48,11/3/2015 21:17,736271.4084,736271.8871,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,152.9563141,0,9.97,24.1,15.42
151103-2,11/3/2015 21:47,11/4/2015 6:38,736271.9081,736272.2769,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,1.770124435,0,0.44,0.89,100
151104-1,11/4/2015 9:38,11/4/2015 18:50,736272.4017,736272.7853,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,,,,,
151104-2,11/4/2015 22:18,11/5/2015 7:03,736272.9292,736273.2943,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,126.1731186,0,6.35,18.2,20.49
151105-1,11/5/2015 10:04,11/5/2015 19:48,736273.4195,736273.8256,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,27.89523697,0,0.72,3.9,96.07
151105-2,11/5/2015 22:23,11/6/2015 7:02,736273.9328,736274.2937,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,45.71389771,0,6.5,15.28,24.39
151106-1,11/6/2015 9:50,11/6/2015 19:27,736274.4102,736274.811,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,14.81681442,0,2.64,5.62,66.59
151106-2,11/6/2015 22:36,11/7/2015 8:10,736274.942,736275.3405,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,6.470758438,0,1.08,2.64,100
151107-1,11/7/2015 9:47,11/7/2015 19:33,736275.4079,736275.8146,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,0,0,0,0,100
151109-2,11/9/2015 21:57,11/10/2015 9:28,736277.9148,736278.3949,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,137.3573914,0,6.96,19.36,19.25
151110-1,11/10/2015 9:41,11/10/2015 19:05,736278.404,736278.7958,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,143.1034698,0,7.22,19.75,18.86
151110-2,11/10/2015 21:55,11/11/2015 6:47,736278.9132,736279.2828,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,40.36307907,0,3.12,8.57,43.64
151111-1,11/11/2015 9:49,11/11/2015 19:11,736279.4095,736279.7999,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,147.9984283,0,3.55,15.32,24.4
151111-2,11/11/2015 22:02,11/12/2015 6:17,736279.9181,736280.2619,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,191.7608337,0,15.52,33.86,10.92
151112-1,11/12/2015 10:49,11/12/2015 20:58,736280.4508,736280.8741,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,90,0,27.12,40.31,9.08
151112-2,11/12/2015 21:02,11/13/2015 4:59,736280.8767,736281.2081,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,153.9089508,0,8.52,25.58,14.55
151113-1,11/13/2015 10:30,11/13/2015 18:06,736281.4376,736281.7542,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,5366,EONOx_IRL_Mot_Cusum_Value,168.7879181,0,15.52,35.03,10.56
151006-2,10/6/2015 21:00,10/7/2015 5:48,736243.8753,736244.2421,NOX_OUT_SENSOR_IR_LO_MOTOR_ERR_decision,5978,V_SCD_ppm_AvgNOxOff_Decision,-11.3549614,-13.44,-12.21,0.67,
151007-1,10/7/2015 9:17,10/7/2015 18:41,736244.3872,736244.7785,NOX_OUT_SENSOR_IR_LO_MOTOR_ERR_decision,5978,V_SCD_ppm_AvgNOxOff_Decision,-10.4056921,-13.85,-12.75,0.69,
151007-2,10/7/2015 21:07,10/8/2015 5:41,736244.8802,736245.2368,NOX_OUT_SENSOR_IR_LO_MOTOR_ERR_decision,5978,V_SCD_ppm_AvgNOxOff_Decision,,,,,
151008-1,10/8/2015 9:02,10/8/2015 20:29,736245.3766,736245.8538,NOX_OUT_SENSOR_IR_LO_MOTOR_ERR_decision,5978,V_SCD_ppm_AvgNOxOff_Decision,,,,,
151008-2,10/8/2015 21:37,10/9/2015 9:20,736245.9013,736246.389,NOX_OUT_SENSOR_IR_LO_MOTOR_ERR_decision,5978,V_SCD_ppm_AvgNOxOff_Decision,22.30060577,6.46,9.8,2.82,
151009-1,10/9/2015 9:20,10/9/2015 18:42,736246.3891,736246.7798,NOX_OUT_SENSOR_IR_LO_MOTOR_ERR_decision,5978,V_SCD_ppm_AvgNOxOff_Decision,25.71947289,6.19,10.66,3.97,
151009-2,10/9/2015 20:44,10/10/2015 4:30,736246.8642,736247.1877,NOX_OUT_SENSOR_IR_LO_MOTOR_ERR_decision,5978,V_SCD_ppm_AvgNOxOff_Decision,,,,,
151010-1,10/10/2015 8:27,10/10/2015 14:36,736247.3525,736247.6088,NOX_OUT_SENSOR_IR_LO_MOTOR_ERR_decision,5978,V_SCD_ppm_AvgNOxOff_Decision,,,,,
151012-2,10/12/2015 20:29,10/13/2015 4:01,736249.8536,736250.168,NOX_OUT_SENSOR_IR_LO_MOTOR_ERR_decision,5978,V_SCD_ppm_AvgNOxOff_Decision,11.44764328,8.2,9.18,0.8,
151013-1,10/13/2015 9:21,10/13/2015 16:57,736250.3901,736250.7066,NOX_OUT_SENSOR_IR_LO_MOTOR_ERR_decision,5978,V_SCD_ppm_AvgNOxOff_Decision,11.13581944,9.03,10,0.76,
151102-2,11/2/2015 22:10,11/3/2015 8:59,736270.924,736271.3749,NOX_OUT_SENSOR_IR_LO_MOTOR_ERR_decision,5978,V_SCD_ppm_AvgNOxOff_Decision,,,,,
151103-1,11/3/2015 9:48,11/3/2015 21:17,736271.4084,736271.8871,NOX_OUT_SENSOR_IR_LO_MOTOR_ERR_decision,5978,V_SCD_ppm_AvgNOxOff_Decision,16.91784096,8.66,11.29,2.53,
151103-2,11/3/2015 21:47,11/4/2015 6:38,736271.9081,736272.2769,NOX_OUT_SENSOR_IR_LO_MOTOR_ERR_decision,5978,V_SCD_ppm_AvgNOxOff_Decision,,,,,
151104-1,11/4/2015 9:38,11/4/2015 18:50,736272.4017,736272.7853,NOX_OUT_SENSOR_IR_LO_MOTOR_ERR_decision,5978,V_SCD_ppm_AvgNOxOff_Decision,,,,,
151104-2,11/4/2015 22:18,11/5/2015 7:03,736272.9292,736273.2943,NOX_OUT_SENSOR_IR_LO_MOTOR_ERR_decision,5978,V_SCD_ppm_AvgNOxOff_Decision,-7.984558582,-13.77,-11.58,1.09,
151105-1,11/5/2015 10:04,11/5/2015 19:48,736273.4195,736273.8256,NOX_OUT_SENSOR_IR_LO_MOTOR_ERR_decision,5978,V_SCD_ppm_AvgNOxOff_Decision,-7.571433544,-13.19,-10.31,1.48,
151105-2,11/5/2015 22:23,11/6/2015 7:02,736273.9328,736274.2937,NOX_OUT_SENSOR_IR_LO_MOTOR_ERR_decision,5978,V_SCD_ppm_AvgNOxOff_Decision,,,,,
